Professor,Course
"Luan, Xianghong",OSCI 399 | Research Experience in Oral Sciences
"Luan, Xianghong",OSCI 583 | Research Laboratory Rotation
"Luan, Xianghong",OSCI 598 | Master&#39;s Thesis Research
"Luan, Xianghong",OSCI 599 | Doctoral Thesis Research
"Lubotsky, Darren",ECON 300 | Econometrics
"Lubotsky, Darren",ECON 328 | Public Finance
"Lubotsky, Darren",ECON 399 | Independent Study in Economics
"Lubotsky, Darren",ECON 531 | Labor Economics I
"Lubotsky, Darren",ECON 593 | Internship Program
"Lubotsky, Darren",ECON 596 | Independent Study
"Lubotsky, Darren",ECON 598 | Master&#39;s Thesis Research
"Lubotsky, Darren",ECON 599 | Ph.D. Thesis Research
"Lucas, Megan",BIOS 312 | Cell Biology Laboratory
"Lucas, Megan",BIOS 351 | Microbiology Laboratory
"Lucero, Mario",DLG 120 | UIC First-Year Dialogue Seminar
"Luchini, Olivia",NURS 411 | Foundations of Nursing Practice
"Ludington, Melissa",SOCW 558 | Social Work and the Law
"Luedke, Courtney",EDPS 453 | Topics in Educational Policy Studies
"Luedke, Courtney",EDPS 515 | Introduction to Urban Higher Education
"Luedke, Courtney",EDPS 591 | Professional Capstone Inquiry
"Luedke, Courtney",EDPS 596 | Independent Study in Educational Policy Studies
"Luetkemeyer, Luke",PELE 611 | Orthopaedics Surgery
"Luetkemeyer, Luke",PELE 611 | Research-Orthopedics
"Luetkemeyer, Luke",PELE 611 | Special Topics-Orthopedics
"Luhr, Sigrid",SOC 100 | Introduction to Sociology
"Luhr, Sigrid",SOC 296 | Supervised Study or Research
"Luhr, Sigrid",SOC 496 | Independent Study or Research
"Luhr, Sigrid",SOC 499 | Senior Thesis
"Luhr, Sigrid",SOC 595 | Departmental Seminar_Soc 100
"Luhr, Sigrid",SOC 596 | Independent Study
"Lui, Dick",BHIS 437 | Health Care Data
"Lui, Dick",BHIS 499 | Information Sources in Biomedical  &amp; Health Information Sciences
"Lui, Dick",BHIS 503 | Communication Skills in Health Informatics
"Lui, Dick",BHIS 510 | Informatics and Population Health
"Lui, Dick",BHIS 525 | Social and Organizational Issues in Health Informatics
"Lui, Dick",BHIS 593 | Health Informatics Capstone Experience
"Luican-Mayer, Adina",ECE 392 | Undergraduate Research
"Luican-Mayer, Adina",ECE 394 | Intro to Quantum Science
"Luican-Mayer, Adina",ECE 397 | Senior Design II
"Luican-Mayer, Adina",ECE 493 | Special Problems
"Luican-Mayer, Adina",ECE 572 | Nanoscale Semiconductor Structures: Electronic and Optical Properties
"Luican-Mayer, Adina",ECE 596 | Individual Study
"Luican-Mayer, Adina",ECE 598 | M.S. Thesis Research
"Luican-Mayer, Adina",ECE 599 | Ph.D. Thesis Research
"Lulloff, Jordan",MUS 180 | Private Instrumental Lessons
"Lulloff, Jordan",MUS 181 | Private Instrumental Lessons-30 Minutes
"Lundberg, Hannah",BME 596 | Independent Study
"Lundberg, Hannah",BME 598 | Masters Thesis Research
"Lundquist, Doug",IDS 200 | Intro to Management Information Systems
"Lundquist, Doug",IDS 201 | Introduction to Business Programming
"Lundquist, Doug",IDS 313 | Internet Applications in Business
"Lundquist, Doug",IDS 410 | Business Database Technology
"Luo, Haoran",MATH 210 | Calculus III
"Luo, Haoran",MATH 215 | Introduction to Advanced Mathematics
"Luo, Wenhao",CS 398 | Undergraduate Design/Research
"Luo, Wenhao",CS 411 | Artificial Intelligence I
"Luo, Wenhao",CS 598 | M.S. Thesis Research
"Luo, Wenhao",CS 599 | Ph.D. Thesis Research
"Luo, Yingyi",ECE 415 | Image Analysis and Computer Vision I
"Lurie, Arina",AH 235 | History of Design I: 1760-1925
"Lurie, Arina",AH 236 | History of Design II: 1925 to the Present
"Lurie, Arina",DES 235 | History of Design I: 1760-1925
"Lurie, Arina",DES 236 | History of Design II: 1925 to the Present
"Lutfiyya, May",IPHS 596 | Independent Study in Public Health
"Lutker, Kaley",ANTH 100 | The Human Adventure
"Lutker, Kaley",ANTH 102 | Introduction to Archaeology
"Lutz, Sarah",ANAT 399 | Undergraduate Laboratory Research
"Lutz, Sarah",ANAT 403 | Human Neuroanatomy
"Lutz, Sarah",ANAT 414 | Neuroanatomy for Allied Health Program
"Lutz, Sarah",ANAT 599 | Research in Anatomy
"Lutz, Sarah",BIOS 584 | Foundations of Neuroscience I
"Lutz, Sarah",GEMS 522 | Foundations of Biomedical Sciences II
"Lutz, Sarah",NEUS 403 | Human Neuroanatomy
"Lutz, Sarah",NEUS 501 | Foundations of Neuroscience I
"Lutz, Sarah",PHYB 518 | Cardiovascular Pathophysiology
"Lyles, Kevin","BLST 356 | Constitutional Law: Women, Gender and Privacy"
"Lyles, Kevin",BLST 358 | Constitutional Law: African-American Legal History
"Lyles, Kevin","GWS 356 | Constitutional Law:  Women, Gender and Privacy"
"Lyles, Kevin",POLS 303 | Supervised Readings and Research
"Lyles, Kevin",POLS 305 | Honors Course
"Lyles, Kevin",POLS 353 | Constitutional Law
"Lyles, Kevin",POLS 354 | The Constitution and Civil Liberties
"Lyles, Kevin","POLS 356 | Constitutional Law:  Women, Gender and Privacy"
"Lyles, Kevin",POLS 358 | Constitutional Law: African-American Legal History
"Lyles, Kevin",POLS 497 | Directed Readings in Political Science
"Lyles, Kevin",POLS 498 | Independent Research in Political Science
"Lyles, Kevin",POLS 593 | Independent Research for Master&#39;s Degree
"Lyles, Kevin",POLS 596 | Advanced Readings in Political Science
"Lyles, Kevin",POLS 598 | Thesis Research
"Lyles, Kevin",POLS 599 | Dissertation Research
"Lyles, Renea",HN 110 | Foods
"Lyles, Renea",HN 203 | Culture and Food Lab
"Lyles, Renea",HN 332 | Food Service Management
"Lyles, Renea",HN 396 | Independent Undergraduate Study in Human Nutrition
"Lyles, Renea",HN 494 | Special Topics in Human Nutrition
"Lyles, Renea",HN 596 | Independent Study in Human Nutrition
"Lymberopoulos, Georgia",HON 201 | Honors Seminar
"Lynch, Dylan",ENGR 111 | Engineering Practicum in Additive Manufacturing
"Lynch, Dylan",ENGR 112 | Engineering Practicum in Subtractive Manufacturing
"Lynch, Erin",ART 170 | Introduction to Filmmaking
"Lynch, Jeremy",BIOS 391 | Independent Study
"Lynch, Jeremy",BIOS 399 | Independent Research
"Lynch, Jeremy",BIOS 420 | Genomics
"Lynch, Jeremy",BIOS 525 | Principles and Methods in Cell Biology
"Lynch, Jeremy",BIOS 592 | Research Seminar
"Lynch, Jeremy",BIOS 597 | Project Research
"Lynch, Jeremy",BIOS 598 | Master&#39;s Thesis Research
"Lynch, Jeremy",BIOS 599 | Doctoral Thesis Research
"Lynch, John",MGMT 499 | Research Experience
"Lynch, John",MGMT 541 | Organizational Behavior
"Lynch, John",MGMT 575 | Sem/Human Resources
"Lynch, Ky",DHD 102 | Disability in American Film
"Lynch, Patrick",ME 205 | Introduction to Thermodynamics
"Lynch, Patrick",ME 293 | Special Problems
"Lynch, Patrick",ME 347 | Engineering Design and Graphics with Computer-Aided Design and Simulation
"Lynch, Patrick",ME 392 | Undergraduate Research
"Lynch, Patrick",ME 591 | Mechanical Engineering Internship
"Lynch, Patrick",ME 596 | Independent Study
"Lynch, Patrick",ME 598 | M.S. Thesis Research
"Lynch, Patrick",ME 599 | Ph.D. Thesis Research
"Lynch, Teresa",CLER 620 | Peoria Medicine Clerkship
"Lynch, Teresa",MDP 623 | Synthesis 5-6
"Lynch, Teresa",PELE 606 | Research-Medicine
"Lynch, Teresa",PELE 606 | Special Topics-Medicine
"Lyons, Leilah",LRSC 590 | Research Apprenticeship
"Lyons, Leilah",LRSC 599 | Thesis Research
"Lyons, Lisa",DLG 120 | UIC First-Year Dialogue Seminar
"Lysakowski, Anna",ANAT 399 | Undergraduate Laboratory Research
"Lysakowski, Anna",ANAT 403 | Human Neuroanatomy
"Lysakowski, Anna",ANAT 414 | Neuroanatomy for Allied Health Program
"Lysakowski, Anna",ANAT 596 | Independent Study
"Lysakowski, Anna",ANAT 598 | Master&#39;s Thesis Research
"Lysakowski, Anna",ANAT 599 | Research in Anatomy
"Lysakowski, Anna",NEUS 403 | Human Neuroanatomy
"Lysakowski, Anna",OSCI 599 | Doctoral Thesis Research
"Lyster, Clare",ARCH 106 | Architectural Studio 2
"Lyster, Clare",ARCH 365 | Architectural Studio 5
"Lyster, Clare",ARCH 499 | Special Topics
"Lyster, Clare",ARCH 522 | Topics in Architectural Technology
"Lyu, Catherine",ART 112 | Introduction to Drawing
"Lyu, Shiji",MATH 210 | Calculus III
"Lyu, Shiji",MATH 310 | Applied Linear Algebra
"Lyu, Shiji",MATH 553 | Algebraic Geometry II
"Ma, Ao",BME 398 | Undergraduate Research
"Ma, Ao",BME 483 | Molecular Modeling in Bioinformatics
"Ma, Ao",BME 580 | Principles of Bioinformatics
"Ma, Ao",BME 590 | Internship in Biomedical Engineering
"Ma, Ao",BME 596 | Independent Study
"Ma, Ao",BME 598 | Masters Thesis Research
"Ma, Ao",BME 599 | Ph.D. Thesis Research
"Ma, Lingjie",FIN 415 | Fixed Income Securities
"Ma, Lingjie",FIN 494 | Quantamental Investing
"Ma, Lingjie",FIN 500 | Introduction to Corporate Finance
"Ma, Lingjie",FIN 515 | Fixed Income Securities
"Ma, Lingjie",FIN 570 | Quantitative Methods in Finance
"Ma, Lingjie",FIN 594 | Quantamental Investing
"Ma, Yixiao",BIOS 312 | Cell Biology Laboratory
"Mabrouk, Sherif",ECON 111 | Freakonomics
"Mabrouk, Sherif",ECON 121 | Principles of Macroeconomics
"Mabrouk, Sherif",ECON 326 | History of Economic Thought
"Mabrouk, Sherif",ECON 395 | Research and Writing in Economics
"MacDonald, Aaron","EAES 111 | Earth, Energy, and the Environment"
"MacLaughlan, Shannon",PATH 511 | Pathobiology of Cancer
"Macari Lujan, Enrique",SPAN 202 | Spanish Grammar in Practice
"Macari Lujan, Enrique",SPAN 204 | Extensive Reading and Writing for Heritage Speakers of Spanish
"Macari Lujan, Enrique",SPAN 231 | Civilization and Culture of Latin America
"Macari Lujan, Enrique",SPAN 399 | Independent Study
"Macari Lujan, Enrique",SPAN 522 | The Latin American Short Story
"Macari Lujan, Enrique",SPAN 590 | Preliminary Examination and Dissertation Prospectus Preparation
"Macari Lujan, Enrique",SPAN 596 | Independent Study
"Macari Lujan, Enrique",SPAN 599 | Ph.D. Thesis Research
"Macdonald-Gagnon, Grace",PSCH 315 | Psychology of Women and Gender
"Macdonald-Gagnon, Grace",PSCH 333 | Laboratory in Clinical Psychology
"Macdonald-Gagnon, Grace",PSCH 381 | Psychology of Interviewing
"Macduff, Donna",GEMS 522 | Foundations of Biomedical Sciences II
"Macduff, Donna",MIM 551 | Advanced Immunology
"Macduff, Donna",MIM 585 | Cell Biology
"Macduff, Donna",MIM 599 | Research in Molecular Biology and Immunology
"Macias, Cecilia",DLG 120 | UIC First-Year Dialogue Seminar
"Macias, Cecilia",IPHS 494 | PH Leadership Essentials
"Macias, Cecilia",IPHS 596 | Independent Study in Public Health
"Macias, Marissa",DES 130 | 3D Form Studio
"Macias, Patrisia",BLST 225 | Racial and Ethnic Groups
"Macias, Patrisia",LALS 225 | Racial and Ethnic Groups
"Macias, Patrisia",LALS 283 | Latinos and Politics
"Macias, Patrisia",LALS 299 | Independent Study
"Macias, Patrisia",LALS 499 | Advanced Independent Study
"Macias, Patrisia",LALS 590 | Directed Research
"Macias, Patrisia",LALS 596 | Independent Study
"Macias, Patrisia",POLS 209 | Latinos and Politics
"Macias, Patrisia",SOC 225 | Racial and Ethnic Groups
"Macias, Patrisia",SOC 296 | Supervised Study or Research
"Macias, Patrisia",SOC 298 | Internship in Sociological Applications
"Macias, Patrisia",SOC 426 | ARCHITECTURE OF EXCLUSION
"Macias, Patrisia",SOC 496 | Independent Study or Research
"Macias, Patrisia",SOC 499 | Senior Thesis
"Macias, Patrisia",SOC 596 | Independent Study
"Macias, Patrisia",SOC 599 | Thesis Research
"Maciejewski, Alexander",PMPR 339 | Exploration of Telemedicine in Pharmacy Practice
"Mack, Christian",ENGL 161 | Academic Writing II: Writing for Inquiry and Research
"Mackey, Joseph",CLER 618 | Peoria Pediatrics Clerkship
"Mackey, Joseph",PELE 614 | Community Based Med-Peds
"Mackiewicz, Birgitta",MDP 605 | Block 5: Digestion and Homeostasis 2
"Mackiewicz, Birgitta",MDP 623 | Synthesis 5-6
"Maclin, Twaniqua",NURS 411 | Foundations of Nursing Practice
"Maclin, Twaniqua",NURS 532 | Comprehensive Health Assessment for Advanced Nursing Practice
"Macon, June",COMM 100 | Fundamentals of Human Communication
"Madhavan, Sangeetha",AHS 596 | Independent Study
"Madhavan, Sangeetha",AHS 599 | PhD Thesis Research
"Madhavan, Sangeetha",KN 398 | Undergraduate Research
"Madhavan, Sangeetha",KN 399 | Undergraduate Research Presentation
"Madhavan, Sangeetha",NEUS 599 | Doctoral Research in Neuroscience
"Madhavan, Sangeetha",PT 496 | Independent Study
"Madhavan, Sangeetha",PT 594 | Special Topics in Rehabilitation Sciences
"Madhavan, Sangeetha",PT 596 | Independent Study
"Madhavan, Sangeetha",PT 597 | Project in Rehabilitation Sciences
"Madhavan, Sangeetha",PT 598 | Research in Rehabilitation Sciences
"Madhavan, Sangeetha",PT 630 | Science in Practice Seminar II
"Madigan, Dana",EOHS 421 | Occupational Health and Safety Practice
"Madjidpuy, Mazyar",GER 101 | Elementary German I
"Madjidpuy, Mazyar",GER 219 | Princesses and Storytellers: Fairy Tales by the Brothers Grimm and Their Cultural Afterlives
"Madura, Karen",NUPR 514 | School Nursing Internship
"Madura, Karen",NUPR 556 | EBP 4: DNP Project Planning and Implementation
"Madura, Karen",NUPR 557 | EBP 5: DNP Project Evaluation and Dissemination
"Madura, Karen",NUPR 580 | Individualized Graduate Practicum
"Madura, Karen",NURS 473 | Population Health Nursing
"Madura, Karen",NURS 555 | EBP 3: DNP Proposal Development for Translating Evidence to Practice
"Madura, Karen",NUSP 512 | Education Perspectives in School Health
"Maffucci, Jennifer",NUEL 399 | Independent Study: Undergraduate
"Maffucci, Jennifer",NURS 408 | Integrated Health Care: Adult/Older Adult
"Maffucci, Jennifer",NURS 409 | Health Assessment and Communications
"Maffucci, Jennifer",NURS 423 | Adult Health Nursing 1
"Magarik, Raffi",ENGL 175 | Understanding the Bible as Literature
"Magarik, Raffi",ENGL 208 | English Studies I: 17th Cent T
"Magarik, Raffi",ENGL 313 | Major Plays of Shakespeare
"Magarik, Raffi",ENGL 379 | Independent Study in English
"Magarik, Raffi",ENGL 497 | Senior Thesis
"Magarik, Raffi",ENGL 500 | Master&#39;s Proseminar
"Magarik, Raffi",ENGL 592 | Preliminary Examination Research
"Magarik, Raffi",RELS 175 | Understanding the Bible as Literature
"Magasi, Susan",AHS 596 | Independent Study
"Magasi, Susan",AHS 599 | PhD Thesis Research
"Magasi, Susan",DHD 593 | Independent Research
"Magasi, Susan",DHD 596 | Independent Study
"Magasi, Susan",DHD 597 | Project Research
"Magasi, Susan",DHD 598 | Master&#39;s Thesis Research
"Magasi, Susan",DHD 599 | Ph.D. Thesis Research
"Magasi, Susan",OT 530 | Advanced Field Experience: Clinical Specialization in Occupational Therapy
"Magasi, Susan",OT 531 | Advanced Field Experience in Occupational Therapy Leadership
"Magasi, Susan",OT 532 | Advanced Field Experience: Occupational Therapy Education
"Magasi, Susan",OT 533 | Advanced Field Experience: Occupational Therapy Scholarship
"Magasi, Susan",OT 558 | Writing for Professional Publications in Occupational Therapy
"Magasi, Susan",OT 592 | Doctoral Project Research
"Magasi, Susan",OT 596 | Independent Study
"Magasi, Susan",OT 617 | Research Foundations 2
"Magasi, Susan",OT 636 | Research Foundations for Evidence-based Practice 3: Knowledge Synthesis for Clinical Practice
"Magasi, Susan",OT 646 | Research Foundations for Evidence-Based Practice 5: Knowledge Translation and Health Communications
"Magasi, Susan",OT 668 | Capstone Project 1
"Magasi, Susan",OT 678 | Capstone Project 2
"Magasi, Susan",OT 695 | Scholarship of Practice Proseminar
"Magasi, Susan",PT 542 | Applied Health Communications and Content Marketing
"Magena, Nick",ACTG 494 | Fraud
"Magena, Nick",ACTG 500 | Introduction to Financial Accounting
"Magena, Nick",ACTG 594 | Fraud
"Maggin, Daniel",ED 396 | Independent Study
"Maggin, Daniel",ED 596 | Independent Study
"Maggin, Daniel",SPED 538 | Internship in University Teaching
"Maggin, Daniel",SPED 579 | Research Internship
"Maggin, Daniel",SPED 593 | Ph.D. Research Project
"Maggin, Daniel",SPED 596 | Independent Study
"Maggin, Daniel",SPED 599 | Thesis Research
"Maggio, Chris",CLJ 120 | Crime and Society
"Maggio, Chris",CLJ 262 | Research Methods II
"Maggio, Chris",CLJ 395 | Internship
"Maggio, Chris",CLJ 399 | Independent Study
"Maggio, Chris",CLJ 492 | Immigration &amp; Migration
"Maggio, Chris","CLJ 592 | Internship in Criminology, Law, and Justice"
"Maggio, Chris",CLJ 596 | Independent Study or Research
"Maggio, Chris",CLJ 598 | Thesis Research
"Maggio, Chris",CLJ 599 | Dissertation Research
"Maggio, Lauren",HPE 532 | Qualitative Methods
"Magin, Richard",OSCI 583 | Research Laboratory Rotation
"Magin, Richard",OSCI 599 | Doctoral Thesis Research
"Maginot, Kelly",HON 201 | Honors Seminar
"Maglaris, Angie",CI 401 | Methods of Reading: Early Literacy in Urban Classrooms
"Maglaris, Angie",CI 406 | Teaching and Learning Social Sciences in the Urban Classroom
"Maglaris, Angie",ED 451 | Student Teaching in the Urban Elementary Classroom: Fieldwork IV
"Magnone, Celia","CLJ 101 | Introduction to Criminology, Law, and Justice"
"Magnone, Celia",CLJ 200 | Law and Society
"Magoon, Mark",ENGL 103 | Understanding Poetry
"Magoon, Mark",ENGL 161 | Academic Writing II: Writing for Inquiry and Research
"Magoon, Mark",ENGL 290 | Introduction to the Writing of Poetry
"Magoon, Mark",ENGL 497 | Senior Thesis
"Magruder, Bob",ARCH 470 | Structures I: Statics
"Magruder, Bob",ARCH 471 | Structures II: Strength of Materials
"Mahadeo, Christopher",MATH 496 | Independent Study
"Mahady, Gail","PHAR 508 | Pathophysiology, Drug Action, and Therapeutics (PDAT) 8: Special Topics"
"Mahady, Gail",PMPR 300 | Undergraduate Research Experience in Pharmacy Practice
"Mahady, Gail",PMPR 328 | Evidence Based Phytotherapy
"Mahady, Gail",PMPR 380 | Undergraduate Research in Pharmacy Practice
"Mahady, Gail",PMPR 390 | Special Projects in Pharmacy Practice
"Mahady, Gail",PMPR 485 | Concentration Research
"Mahamid, Mustafa",CME 392 | Undergraduate Research
"Mahamid, Mustafa",CME 496 | Special Problems
"Mahamid, Mustafa",CME 519 | Earthquake Resistant Design for Structural Steel Systems
"Mahamid, Mustafa",CME 520 | Earthquake Engineering of Concrete Structures
"Mahamid, Mustafa",CME 594 | Structural Fire Engineering
"Mahamid, Mustafa",CME 596 | Independent Study
"Mahamid, Mustafa",CME 598 | Master&#39;s Thesis Research
"Mahamid, Mustafa",CME 599 | Ph.D. Thesis Research
"Maharathi, Biswajit",BHIS 561 | Programming for Health Analytics
"Maharathi, Biswajit",BME 472 | Models of the Nervous System
"Maharjan, Samjhana",CHEM 232 | Structure and Function
